id,ext:score,title,status,packaging,text-representation-language,text-representation-script,artist-credit-name,artist-credit-artist-id,artist-credit-artist-name,artist-credit-artist,sort-name,release-group-id,release-group-type,release-group-title,release-group-primary-type,date,country,release-event-list-date,release-event-list-area-id,release-event-list-area-name,release-event-list-area-sort-name,release-event-list-area-iso-3166-1-code-list,label-info-list-catalog-number,label-info-list-label-id,label-info-list-label-name,medium-list-format,medium-list-disc-list,medium-list-disc-count,medium-list-track-list,medium-list-track-count,medium-track-count,medium-count,tag-list,artist-credit-phrase,score,artist-credit-artist-sort-name,index,pitchfork-score,title_,genres,album-popularity,artist-popularity,followers,top-genre
44939809-f71a-3833-8aaa-dc1488392026,100.0,Hippies,Official,,eng,Latn,Harlem,10df7475-e4cd-4f9b-aa05-effd1b95992b,Harlem,,,f67325b0-3c21-4f46-b5e8-4e029afbdfc7,Album,Hippies,Album,2010-04-26,GB,2010-04-26,8a754a16-0027-3a29-b6d7-2b40ea0481ed,United Kingdom,United Kingdom,GB,OLE-8922,229bd4be-8cd7-442c-85b0-5007ea353abc,Matador,CD,[],1.0,[],16.0,16.0,1.0,[],Harlem,7.0,Harlem,10.0,8.1,Hippies,"['garage pop', 'indie garage rock', 'noise pop', 'tucson indie']",48,44,36418,garage pop
c59b2060-7e55-4fe5-aac1-c85339b2fe1f,100.0,Maniac Meat,Official,,eng,Latn,TOBACCO,7d3996ec-e9e9-41ec-8f4d-e336f64fc7c6,TOBACCO,,,7ab8b0db-b44a-4e2e-906b-b42adbbc07eb,Album,Maniac Meat,Album,2010-05-25,US,2010-05-25,489ce91b-6658-3307-9877-795b68554c98,United States,United States,US,abr0103,bf92cf45-cea1-4837-996b-fd9384a5704c,anticon.,CD,[],1.0,[],16.0,16.0,1.0,[],TOBACCO,7.0,TOBACCO,11.0,7.6,Maniac Meat,"['abstract hip hop', 'freak folk', 'noise pop']",37,44,54054,abstract hip hop
7fc1713c-36ef-4e61-b194-eb3b9a1def3f,100.0,Portal of Sorrow,Official,,eng,Latn,Xasthur,39e92581-e59d-4070-b157-abadd9969f3f,Xasthur,,,4ae43abb-6832-467f-bafe-9af6dd0b82a1,Album,Portal of Sorrow,Album,2010-03,US,2010-03,489ce91b-6658-3307-9877-795b68554c98,United States,United States,US,DV001,9302c6ac-6104-4830-9586-5e9174e009b0,Disharmonic Variations,CD,[],1.0,[],14.0,14.0,1.0,[],Xasthur,4.0,Xasthur,12.0,0.0,Portal of Sorrow,"['atmospheric black metal', 'autonomous black metal', 'black metal', 'depressive black metal', 'drone metal', 'pagan black metal', 'usbm']",13,33,29303,atmospheric black metal
67a363a1-d27b-4544-95c6-417e06062e4a,100.0,LP4,Official,,eng,Latn,Ratatat,f467181e-d5e0-4285-b47e-e853dcc89ee7,Ratatat,,,fe37009e-e081-4e47-91aa-29cc244c5d64,Album,LP4,Album,2010-06-08,GB,2010-06-08,8a754a16-0027-3a29-b6d7-2b40ea0481ed,United Kingdom,United Kingdom,GB,XLCD465,14221f01-8939-4ea0-b8f1-b5a21beae80a,XL Recordings,CD,[],1.0,[],12.0,12.0,1.0,[],Ratatat,8.0,Ratatat,13.0,5.2,LP4,"['alternative dance', 'dance-punk', 'new rave']",50,70,491185,alternative dance
ab834381-6d91-493f-87a5-bbe82ae01f4e,100.0,OJ Simpson,Official,,eng,Latn,Guilty Simpson,76dd8566-b9fa-415c-8744-90b608db4e92,Guilty Simpson,,,9f785b36-469a-460c-8406-4695e8d6b92a,Album,OJ Simpson,Album,2010-05-18,US,2010-05-18,489ce91b-6658-3307-9877-795b68554c98,United States,United States,US,STH2243,f1b83107-23e5-41a3-ab1b-2a36965cf77b,Stones Throw Records,CD,[],1.0,[],24.0,24.0,1.0,[],Guilty Simpson,6.0,Guilty Simpson,14.0,8.0,OJ Simpson,['Unknown'],31,40,111,Unknown
3d08ec09-d852-43ce-ab7d-2a14d44d6ad9,100.0,Innerspeaker,Official,Digipak,eng,Latn,Tame Impala,63aa26c3-d59b-4da4-84ac-716b54f1ef4d,Tame Impala,,,0cfdeff7-4aa7-4df4-918d-88c9421cc512,Album,Innerspeaker,Album,2010-05-25,AU,2010-05-25,106e0bec-b638-3b37-b731-f53d507dc00e,Australia,Australia,AU,MODCD126,1a69fd71-e415-4439-b830-49ab0752d9f7,Modular Recordings,CD,[],3.0,[],11.0,11.0,1.0,[],Tame Impala,6.0,Tame Impala,15.0,8.5,Innerspeaker,"['australian psych', 'neo-psychedelic']",62,88,3385550,australian psych
618465a4-40c6-4041-a8d4-90ead3a62515,100.0,The Bride Screamed Murder,Official,,eng,Latn,Melvins,9ccfbc94-a4f4-42f7-b6f5-d903ab77cccb,Melvins,,,f6e369d0-e2d1-4749-9a1e-0a1566d9894b,Album,The Bride Screamed Murder,Album,2010-06-01,US,2010-06-01,489ce91b-6658-3307-9877-795b68554c98,United States,United States,US,IPC-112,1ead555f-78d5-4d8a-aab5-d69f4013a0ac,Ipecac Recordings,CD,[],1.0,[],9.0,9.0,1.0,[],Melvins,5.0,Melvins,16.0,7.0,The Bride Screamed Murder,"['alternative metal', 'alternative rock', 'doom metal', 'garage rock', 'grunge', 'industrial rock', 'noise rock', 'post-hardcore', 'post-metal', 'punk', 'rock', 'sludge metal', 'stoner metal', 'stoner rock']",16,55,201962,alternative metal
adaebfe3-9e8b-4c4e-9140-2d274f0ea3c8,100.0,Fever Fever,Pseudo-Release,,jpn,Latn,PUFFY,ed8e205b-2b03-48f8-b068-37b7a553fdad,PUFFY,,,fd1fb8ed-070b-321c-9c7e-3c14ab0fb9fa,Album,FEVER*FEVER,Album,1999-06-23,JP,1999-06-23,2db42837-c832-3c27-b4a3-08198f75693c,Japan,Japan,JP,,,,,[],1.0,[],15.0,15.0,1.0,[],PUFFY,7.0,PUFFY,17.0,0.0,Fever Fever,"['alternative dance', 'art pop', 'electronica', 'electropop', 'new rave', 'swedish electropop', 'swedish synth', 'swedish synthpop']",51,58,295149,alternative dance
6992ef9c-7141-30bb-97d3-9175a9d4dbc5,100.0,Pigeons,Official,,eng,Latn,Here We Go Magic,e0546ff4-b8dd-45cb-bf8d-9696ea77bcaf,Here We Go Magic,,,35a94dc0-046b-49b0-b385-61b5b890e5ec,Album,Pigeons,Album,2010-06-07,GB,2010-06-07,8a754a16-0027-3a29-b6d7-2b40ea0481ed,United Kingdom,United Kingdom,GB,SC207,dd6afc9a-6352-4c96-aeb6-9a73e2bf1519,Secretly Canadian,CD,[],1.0,[],11.0,11.0,1.0,[],Here We Go Magic,7.0,Here We Go Magic,18.0,7.5,Pigeons,['jam band'],55,55,68058,jam band
07932876-a043-40e6-a823-165106f91bae,100.0,Before Today,Official,,eng,Latn,Everything but the Girl,959cf5bf-ee29-4af6-a85a-0b480181d988,Everything but the Girl,,,ee4d2476-d91f-3a05-8470-0bdc0256f368,Single,Before Today,Single,1996,US,1996,489ce91b-6658-3307-9877-795b68554c98,United States,United States,US,2-85442,50c384a2-0b44-401b-b893-8181173339c7,Atlantic,CD,[],1.0,[],6.0,6.0,1.0,[],Everything but the Girl,8.0,Everything but the Girl,19.0,0.0,Before Today,"['alternative dance', 'alternative rock', 'art pop', 'art rock', 'chamber pop', 'chillwave', 'dream pop', 'experimental pop', 'freak folk', 'indie garage rock', 'indie pop', 'indie rock', 'la indie', 'lo-fi', 'neo-psychedelic', 'new rave', 'new weird america', 'noise pop', 'nu gaze']",55,63,224841,alternative dance
4527cb94-b37d-46f7-a8f2-16ba348b4e61,100.0,Wild Smile,Official,,eng,Latn,Suckers,fa4e113d-218f-4767-a257-07091b805972,Suckers,,,3690a72c-34c0-45c4-abea-ea0c4226fd75,Album,Wild Smile,Album,2010-06-08,US,2010-06-08,489ce91b-6658-3307-9877-795b68554c98,United States,United States,US,,dfbbcec7-ad28-4340-a440-c08b064382ba,Frenchkiss Records,Digital Media,[],0.0,[],11.0,11.0,1.0,[],Suckers,7.0,Suckers,20.0,7.7,Wild Smile,"['baroque pop', 'brooklyn indie']",25,20,3246,baroque pop
602b61bf-50fd-4345-b828-1d5c18553f46,100.0,Self Titled,Official,,eng,Latn,Take a Worm for a Walk Week,28a141d4-ad12-45e5-946f-5563d98ed267,Take a Worm for a Walk Week,,,38770146-c463-3a17-b720-c5885b8e3894,Album,Self Titled,Album,2007-06,GB,2007-06,8a754a16-0027-3a29-b6d7-2b40ea0481ed,United Kingdom,United Kingdom,GB,MMR014,cef8d308-c1d6-414b-aa94-fbf7feaca6dc,Midmarch Records,,[],0.0,[],13.0,13.0,1.0,[],Take a Worm for a Walk Week,8.0,Take a Worm for a Walk Week,21.0,0.0,Self Titled,['Unknown'],40,44,2949,Unknown
d83bcb0d-5e88-3717-a6af-7274e5caed7b,100.0,Total Life Forever,Official,None,eng,Latn,Foals,6a65d878-fcd0-42cf-aff9-ca1d636a8bcc,Foals,,,d538df74-a31e-4aa8-ad10-ffb125db6725,Album,Total Life Forever,Album,2010-04-07,MX,2010-04-07,3e08b2cd-69f3-317c-b1e4-e71be581839e,Mexico,Mexico,MX,,03ac1af2-2bbf-41e7-b9e4-5f4ec51e38a8,Warner Music UK Ltd.,Digital Media,[],0.0,[],12.0,12.0,1.0,[],Foals,4.0,Foals,22.0,7.6,Total Life Forever,"['garage rock', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'oxford indie', 'rock']",46,73,1006211,garage rock
6090098f-3736-4c01-adf8-810b8660c5ac,100.0,Becoming a Jackal,Official,,eng,Latn,Villagers,22f6ed4d-c1ce-4f7b-8e69-a5761a9de9aa,Villagers,,,e4cc1fec-4658-4e4a-9fe0-89a3d52d6182,Album,Becoming a Jackal,Album,2010,US,2010,489ce91b-6658-3307-9877-795b68554c98,United States,United States,US,DNO263,f27235b7-7666-4d70-a2c7-9f7b1981eaa0,Domino,CD,[],0.0,[],11.0,11.0,1.0,[],Villagers,6.0,Villagers,23.0,6.9,Becoming a Jackal,"['chamber pop', 'indie folk', 'indie rock', 'neo mellow', 'singer-songwriter', 'stomp and holler']",30,64,150905,chamber pop
cc6f7a05-e1c4-4039-9eb3-8c8ccd37e6b1,100.0,Clinging to a Scheme,Official,,eng,Latn,The Radio Dept.,e664d1cd-23ab-48d5-b8fa-e98485daa5be,The Radio Dept.,,,11e16d3d-f02f-4690-aadd-d4033993138f,Album,Clinging to a Scheme,Album,2010-04-21,SE,2010-04-21,23d10872-f5ae-3f0c-bf55-332788a16ecb,Sweden,Sweden,SE,LAB 105,9c4f19be-ce66-44a6-8a19-9202c17361b5,Labrador,CD,[],1.0,[],10.0,10.0,1.0,[],The Radio Dept.,8.0,"Radio Dept., The",24.0,8.3,Clinging to a Scheme,"['chillwave', 'dream pop', 'indie pop', 'indietronica', 'lund indie', 'metropopolis', 'modern dream pop', 'noise pop', 'nu gaze', 'shoegaze', 'swedish indie pop']",41,54,93650,chillwave
cd7e23dc-4fd0-48a1-aed2-677d1a5c1bf2,100.0,Something for Everybody,Official,None,eng,Latn,DEVO,d2db1078-c170-4e22-b261-14f3ad60a690,DEVO,,,1ca7b25c-dd1b-4dff-a3f3-cfacece12c52,Album,Something for Everybody,Album,2010-06-15,US,2010-06-15,489ce91b-6658-3307-9877-795b68554c98,United States,United States,US,,c595c289-47ce-4fba-b999-b87503e8cb71,Warner Bros. Records,Digital Media,[],0.0,[],15.0,15.0,1.0,[],DEVO,6.0,DEVO,25.0,6.6,Something for Everybody,"['adult standards', 'rock-and-roll', 'rockabilly']",38,82,3915211,adult standards
04dda583-b71e-4e20-ac03-409d38b639ff,100.0,Sex Dreams and Denim Jeans,Official,,eng,Latn,Uffie,818be9a0-e5a7-4ff5-a190-98d2411d0cbf,Uffie,,,844787c0-67cd-4a20-ad9d-8e0572649662,Album,Sex Dreams and Denim Jeans,Album,2010-06-23,JP,2010-06-23,2db42837-c832-3c27-b4a3-08198f75693c,Japan,Japan,JP,WPCR-13817,9cdc4159-ec50-47f0-a7a2-e107618d5246,Ed Banger Records,CD,[],1.0,[],18.0,18.0,1.0,[],Uffie,2.0,Uffie,26.0,0.0,Sex Dreams and Denim Jeans,"['alternative dance', 'bmore', 'electropop', 'escape room', 'hyperpop', 'new rave']",39,54,48380,alternative dance
14ae1a9c-9e8e-3ae5-87f2-3bf68b9feefd,100.0,The ArchAndroid,Official,,eng,Latn,Janelle Monáe,ee190f6b-7d98-43ec-b924-da5f8018eca0,Janelle Monáe,,,7c5bb286-ac24-443c-81cc-4f5f6261c343,Album,The ArchAndroid,Album,2010-07-12,XE,2010-07-12,89a675c2-3e37-3518-b83c-418bad59a85a,Europe,Europe,XE,7567898983,29d43312-a8ed-4d7b-9f4e-f5650318aebb,Bad Boy Records,CD,[],1.0,[],18.0,18.0,1.0,[],Janelle Monáe,8.0,"Monáe, Janelle",27.0,7.7,The ArchAndroid,"['afrofuturism', 'alternative r&b', 'atl hip hop', 'dance pop', 'electropop', 'escape room', 'neo soul', 'pop', 'r&b']",57,73,833618,afrofuturism
daa32a2c-836c-4b51-9702-6aaa3fa398dc,100.0,Homeland,Official,,eng,Latn,Red Circuit,a34b6708-18c0-4678-a420-be81d1f64c24,Red Circuit,,,08fa1467-2920-4b8e-96d3-58feac5d9baa,Album,Homeland,Album,2009-08-28,DE,2009-08-28,85752fda-13c4-31a3-bee5-0e5cb1f51dad,Germany,Germany,DE,LMP 0908-115 CD,76beb709-a8f8-4ad5-828c-6ec8660a6935,Limb Music Products,CD,[],1.0,[],10.0,10.0,1.0,[],Red Circuit,8.0,Red Circuit,28.0,0.0,Homeland,['texas country'],55,58,40733,texas country
30aa96f5-ad33-4d93-91b2-055eb59d94f4,100.0,Does It Look Like I'm Here?,Official,,eng,Latn,Emeralds,4dcce447-0f64-4ea1-9d29-8448124a2fab,Emeralds,,,368d0f24-9981-4ef7-8a54-47e64cf1c41a,Album,Does It Look Like I'm Here?,Album,2010-05-24,AT,2010-05-24,caac77d1-a5c8-3e6e-8e27-90b44dcc1446,Austria,Austria,AT,eMEGO 101,e787888b-af6d-4d33-b776-271807081e6f,Editions Mego,CD,[],1.0,[],12.0,12.0,1.0,[],Emeralds,6.0,Emeralds,29.0,8.3,Does It Look Like I'm Here?,"['berlin school', 'cleveland indie', 'drone', 'hauntology']",31,27,10751,berlin school
686db9e8-cab1-4ed9-9039-5108ee8badfb,100.0,Cloud Cuckooland,Official,,mul,Latn,Various Artists,89ad4ac3-39f7-470e-963a-56509c546377,Various Artists,,,7e896ae0-1267-45bb-b8f5-5864d71571a1,Compilation,Cloud Cuckooland,Album,2010,GB,2010,8a754a16-0027-3a29-b6d7-2b40ea0481ed,United Kingdom,United Kingdom,GB,FKR033CD,8e2866e7-2df9-4193-886f-f5b9ae52009c,Finders Keepers,CD,[],0.0,[],20.0,20.0,1.0,[],Various Artists,7.0,Various Artists,30.0,0.0,Cloud Cuckooland,['Unknown'],8,7,229,Unknown
63fa7b76-6f87-3d0a-b8d8-b0a0aaa2667d,100.0,Expo 86,Official,,eng,Latn,Wolf Parade,b7ddce8b-9e5c-46bd-9d33-41b134ce1a7f,Wolf Parade,,,df85759a-3d1b-42c1-8337-46c66d4a50de,Album,Expo 86,Album,2010-07-05,GB,2010-07-05,8a754a16-0027-3a29-b6d7-2b40ea0481ed,United Kingdom,United Kingdom,GB,SP870,38dc88de-7720-4100-9d5b-3cdc41b0c474,Sub Pop Records,CD,[],2.0,[],11.0,11.0,1.0,[],Wolf Parade,6.0,Wolf Parade,31.0,7.5,Expo 86,"['alternative rock', 'art pop', 'canadian indie', 'chamber pop', 'dance-punk', 'experimental pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'noise pop', 'quebec indie', 'stomp and holler']",37,55,111198,alternative rock
9d5459b6-440f-44c0-a406-c828250793b8,100.0,How I Got Over,Official,,eng,Latn,God Is My Co-Pilot,d5149e67-d3d8-48ab-94ce-8beaf1a5a9d2,God Is My Co-Pilot,,,ac5cf6f7-4788-31b9-9515-30921da7bab9,EP,How I Got Over,EP,1992,US,1992,489ce91b-6658-3307-9877-795b68554c98,United States,United States,US,AJAX 022,18990ebb-fe5e-4f2b-929c-24ecc0200d7b,Ajax,"7"" Vinyl",[],0.0,[],6.0,6.0,1.0,[],God Is My Co-Pilot,8.0,God Is My Co-Pilot,32.0,0.0,How I Got Over,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'philly rap', 'southern hip hop']",56,67,851138,alternative hip hop
278bfd76-9fef-336d-a84a-12787fda5b17,100.0,King of the Beach,Official,,eng,Latn,Wavves,763cf642-45ad-42ed-a1c3-e977eaa3b260,Wavves,,,789b693b-61f7-4727-a7b8-baac1ef185aa,Album,King of the Beach,Album,2010-08-02,GB,2010-08-02,8a754a16-0027-3a29-b6d7-2b40ea0481ed,United Kingdom,United Kingdom,GB,,2e72153d-8eb0-49a3-8b18-3a054d2c7f33,Bella Union,CD,[],2.0,[],12.0,12.0,1.0,[],Wavves,8.0,Wavves,33.0,8.4,King of the Beach,"['dance-punk', 'garage rock', 'indie garage rock', 'indie punk', 'indie rock', 'indie surf', 'lo-fi', 'noise pop', 'noise rock', 'nu gaze', 'san diego indie']",51,55,194690,dance-punk
58f83d99-2ff7-4b6f-a70e-b8320331780e,100.0,The People's Record,Official,,eng,Latn,Club 8,e7fa2614-2da5-496f-b575-07ece506a5d2,Club 8,,,fd9c8141-14f8-49df-9450-795f888a0f9f,Album,The People's Record,Album,2010,US,2010,489ce91b-6658-3307-9877-795b68554c98,United States,United States,US,,,,,[],1.0,[],10.0,10.0,1.0,[],Club 8,5.0,Club 8,34.0,7.5,The People's Record,['swedish indie pop'],9,35,11837,swedish indie pop
25b3a94f-a70f-4827-8755-5f9247542f81,100.0,Sir Lucious Left Foot… The Son of Chico Dusty,Official,Jewel Case,eng,Latn,Big Boi,9724aa19-fdf9-49d0-9f9d-944e462e2a5c,Big Boi,,,e859e3e9-3153-4c97-8055-3b1ef9c78e54,Album,Sir Lucious Left Foot… The Son of Chico Dusty,Album,2010-07-06,US,2010-07-06,489ce91b-6658-3307-9877-795b68554c98,United States,United States,US,B0014377-02,a92d1684-4edb-48aa-b913-30e9da213004,Def Jam Recordings,CD,[],1.0,[],15.0,15.0,1.0,[],Big Boi,6.0,Big Boi,35.0,9.2,Sir Lucious Left Foot… The Son of Chico Dusty,"['atl hip hop', 'dirty south rap', 'hip hop', 'southern hip hop']",47,64,267385,atl hip hop
b55f90ba-c84b-403b-8fe0-85f2e9c19e15,100.0,Desert Fires,Official,,eng,Latn,Noveller,7d57e5b3-34a7-4862-973e-7cec0892f576,Noveller,,,d0a145df-4162-478f-aba7-0bf13d31b82d,Album,Desert Fires,Album,2010,US,2010,489ce91b-6658-3307-9877-795b68554c98,United States,United States,US,SAFF-001,a2a5642e-236f-440d-804c-6f53e785b950,Saffron Recordings,CD,[],1.0,[],6.0,6.0,1.0,[],Noveller,7.0,Noveller,36.0,0.0,Desert Fires,['Unknown'],0,0,10,Unknown
4786378f-9790-4b17-8375-57cf5ccd00a9,100.0,Urgency,Official,,eng,Latn,The Pale Pacific,9d23dfc7-2d90-401e-8b99-a596fb1df534,The Pale Pacific,,,9d094ec6-1883-38b3-ab34-64312f7ee372,Album,Urgency,Album,2005-08-23,US,2005-08-23,489ce91b-6658-3307-9877-795b68554c98,United States,United States,US,CHO1018,8c7411a8-31fe-4724-8e47-1f601656f91a,SideCho Records,CD,[],1.0,[],11.0,11.0,1.0,[],The Pale Pacific,8.0,"Pale Pacific, The",37.0,0.0,Urgency,"['metropopolis', 'shimmer pop']",11,32,12795,metropopolis
